Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
09-08-2017,25.2,32.2,28.6,70,0,9.4,5,260,2,W 
10-08-2017,25,31.8,27.8,74,0,7.5,4,260,1,W 
11-08-2017,25.6,31.8,28.2,74,0,9.1,4,260,2,W 
12-08-2017,25,30.1,27.1,76,5,4.6,4,290,2,SE
13-08-2017,,32.2,27.4,80,8888,1,4,250,2,W 
14-08-2017,23.2,31.8,27.3,66,0,10,5,260,2,SE
15-08-2017,23,33.8,27.2,65,,9.9,4,250,2,SE
16-08-2017,24.6,33.4,27.9,72,0,8.9,4,240,2,SE
17-08-2017,24.8,32,28.5,69,0,4.5,4,50,2,SE
18-08-2017,26,29.4,26.6,81,8888,2,6,330,1,N 
19-08-2017,24,32.2,27.7,79,45.4,0.7,5,220,2,SE
20-08-2017,24,,27.6,70,8888,7.2,4,300,2,E 
21-08-2017,23.6,32.4,27.2,70,0,9.4,4,250,2,W 
22-08-2017,23.8,32.4,27.7,74,0,8.8,4,240,2,W 
23-08-2017,25.4,32.1,28.1,72,0,9.3,5,40,2,S 
24-08-2017,24.3,31.4,27.7,71,0,9.2,4,260,2,SE
25-08-2017,24,32,27.2,73,0,9.2,4,260,2,W 
26-08-2017,23.8,34,28.1,64,0,9.3,6,110,2,E 
27-08-2017,23.8,,27.5,69,0,9.2,4,240,2,SE
28-08-2017,25.4,31.8,28.2,67,0,9.3,4,250,2,SE
29-08-2017,25,32.4,28.2,75,0,8.5,4,330,2,W 
30-08-2017,24,31.4,27.5,60,0,9.2,4,290,2,W 
31-08-2017,24.2,33.8,28.3,69,0,9.3,4,250,2,E 
01-09-2017,24.5,33.6,,,0,9.1,5,290,2,W 
02-09-2017,25,31.4,28.9,70,0,9.9,3,260,1,W 
03-09-2017,25.4,33.1,28.5,68,0,5,4,260,2,W 
04-09-2017,26.6,33.1,,,0,5.8,5,300,2,E 
05-09-2017,24.8,33.4,28,74,0,7.9,5,260,3,W 
06-09-2017,23.4,31.6,27,73,0,9.1,4,260,2,W 
07-09-2017,25.8,31.8,28.1,69,0,10,4,250,1,E 
08-09-2017,26.4,33.5,29.4,68,0.5,2.9,5,260,2,SE
09-09-2017,25.2,33.6,29.4,63,,7.6,6,50,2,E 
10-09-2017,25.8,,,,0,9.9,4,260,2,W 
11-09-2017,25.6,,,,0,9,3,300,2,NW
12-09-2017,25,32.4,,,,9.3,5,30,2,W 
13-09-2017,25,34.6,28.5,75,0,9.9,4,240,2,S 
14-09-2017,25.4,33.3,28.9,72,,9.8,4,250,2,W 
15-09-2017,25.7,33.3,28.9,73,,9.6,5,260,2,W 
16-09-2017,,,,,,10,7,50,2,E 
17-09-2017,25.8,,28.3,77,,,5,250,2,W 
18-09-2017,,33.9,28.9,69,,10.1,5,250,2,E 
19-09-2017,24.2,,28.6,65,0,10.1,4,250,2,W 
20-09-2017,,,28.9,64,,,4,30,2,SW
21-09-2017,,,29.4,70,,10.7,4,70,1,W 
22-09-2017,,31.8,28.8,78,8888,,5,250,2,W 
23-09-2017,,,26.8,85,0.4,3,6,300,2,W 
24-09-2017,,,26.2,87,50.9,1,5,320,2,E 
25-09-2017,,,27.6,83,3.4,,5,250,2,SE
26-09-2017,,32.4,28.7,79,1.9,,4,260,2,SE
27-09-2017,25,32.4,28.7,80,0,10.2,4,260,2,NW
28-09-2017,24.8,,28.6,71,,10.1,4,290,2,S 
29-09-2017,24.8,33.4,28.7,77,,8.8,4,240,2,S 
30-09-2017,25,32.6,28.8,75,10.9,6.8,4,260,2,SE
01-10-2017,26.4,32.2,28.8,78,0,9.2,4,260,2,SE
02-10-2017,26,32,28.6,78,,5.7,4,250,2,SE
03-10-2017,25,32.4,28.4,79,8888,6.3,5,300,3,NW
04-10-2017,26,33.4,29.4,80,1.3,10,5,250,2,SE
05-10-2017,,,28.1,84,0.9,7.7,4,260,2,E 
06-10-2017,,33.7,29.3,77,,6.7,5,240,2,E 
07-10-2017,25.2,33.6,29.7,72,0,10.3,4,250,2,SE
08-10-2017,25.4,,29.2,72,,10.2,5,290,2,SE
09-10-2017,,34.4,29.8,69,,10,4,250,2,W 
10-10-2017,27.5,,29.8,78,0,10.1,4,250,2,SE
11-10-2017,27,,30,75,0,,4,300,2,NW
12-10-2017,26,,29.4,75,,9.4,5,280,2,SE
13-10-2017,,34.2,29.1,67,,9.9,4,310,2,S 
14-10-2017,,34.5,29.7,69,,10.2,4,240,2,SE
15-10-2017,,,29.5,80,,,5,40,2,E 
16-10-2017,,,26.6,88,24.6,,13,105,2,E 
17-10-2017,,30.4,,,21,,5,300,2,SE
18-10-2017,,33.1,27.9,80,,1.1,4,250,2,S 
19-10-2017,25.4,32.4,29.5,78,0,7.4,3,250,2,S 
20-10-2017,25.6,33.6,29.5,74,0,,5,260,2,SE
21-10-2017,25.1,33.6,29.3,76,8888,4.5,4,250,2,SE
22-10-2017,,,,,2.5,,4,250,2,S 
23-10-2017,25.4,,29.1,75,,9.1,3,230,1,SE
24-10-2017,25.4,32.3,28.8,79,8888,5.9,4,330,2,SE
25-10-2017,26,33.2,29.2,78,,5.6,4,260,2,SE
26-10-2017,25.4,33.6,28.3,80,0,7.2,4,230,2,E 
27-10-2017,25.2,34,29.3,73,40,8.5,4,240,2,SE
28-10-2017,,34,29.2,74,,,4,250,2,SE
29-10-2017,,33.3,29.3,76,0,10.4,4,250,2,SE
30-10-2017,26,33.4,29.5,74,0,,4,320,2,E 
31-10-2017,26,,30.2,74,8888,10.5,4,260,2,SE
01-11-2017,26.2,34.3,,,0,10.4,3,290,2,E 
02-11-2017,26.8,33,28,85,8888,10.3,5,320,2,SE
03-11-2017,24.8,33.6,28,82,8.2,5.6,4,230,2,SE
04-11-2017,25,32.8,28.6,81,5.2,8,4,50,2,E 
05-11-2017,25.6,32.8,28,83,8,4.6,4,300,2,SE
06-11-2017,,32.7,28.1,82,7.5,6,4,260,2,SE
07-11-2017,25,33.1,28.4,80,1.5,5.3,4,240,2,SE
08-11-2017,25.6,33.4,28.5,80,0,9.9,4,250,2,SE
09-11-2017,25.2,34,29.7,78,5,9.7,4,280,2,SE
10-11-2017,26,,29.2,78,,8.5,4,260,2,SE
11-11-2017,25.8,33,28,84,,7.2,4,300,2,SE
12-11-2017,25,,29,79,6.8,3.1,4,300,2,NW
13-11-2017,,,27.9,85,13.7,7.7,6,300,2,E 
14-11-2017,25,32.5,28.4,85,50.5,4.5,5,260,2,E 
15-11-2017,24.7,,28.8,77,3.5,8.3,4,320,1,NW
16-11-2017,24.8,30.6,27.6,86,63.6,8.5,4,310,2,NW
17-11-2017,25,,29.4,79,34,1.1,3,310,2,SE
18-11-2017,25,33.5,,,,6.7,4,310,2,NW
19-11-2017,26.7,,29.3,81,,9,4,1,2,NW
20-11-2017,27,,27.4,88,8888,9.1,7,320,2,E 
21-11-2017,25.8,,27.2,84,1.5,1,8,50,3,E 
22-11-2017,,,26,90,29.7,1.6,8,300,2,SE
23-11-2017,24.1,,28.6,80,39.5,0,3,320,2,NW
24-11-2017,25,31.2,27.2,88,4.9,9.1,5,180,2,N 
25-11-2017,25,31,27.8,87,35.2,10.2,6,320,2,E 
26-11-2017,25.8,31.9,28.9,84,11.6,6.4,5,320,2,NW
27-11-2017,25.8,31.3,,,0.2,7.7,5,320,3,NW
28-11-2017,25,30.2,,,76.1,4.5,7,300,4,NW
29-11-2017,24.6,,26.4,92,78.5,3.8,5,320,2,E 
30-11-2017,24.8,31,26.7,90,11.3,1.3,6,270,2,E 
01-12-2017,24.6,29.2,26.5,90,38.1,0.8,5,260,1,E 
02-12-2017,24.8,32.2,28.2,83,13.1,0,4,340,2,E 
03-12-2017,25,33.4,29.2,76,0,6.8,3,300,1,N 
04-12-2017,26.3,34,29.7,80,0,5.1,3,330,2,NW
05-12-2017,26.4,33.1,28.8,80,0,10.6,9,320,3,E 
06-12-2017,26,32.6,28.7,79,0,10.2,4,310,2,NW
07-12-2017,25.2,31.1,28.2,83,1.1,8.5,6,310,2,NW
08-12-2017,25.3,32.8,28.4,85,4.6,2.2,4,270,2,E 
09-12-2017,25.8,,27.9,86,7.1,6.6,4,320,2,E 
10-12-2017,,32.3,27.7,87,0,6,5,280,2,W 
11-12-2017,24.8,32.4,28.1,85,34.7,9.2,5,320,2,E 
12-12-2017,26.2,33.4,29.6,81,0,8.4,4,260,2,NW
13-12-2017,24.4,31.7,,,106,8.8,5,310,2,N 
14-12-2017,26.2,32,28.6,86,7.5,6.8,6,300,3,E 
15-12-2017,25.2,30.6,27.5,86,25.4,9.6,5,320,3,NW
16-12-2017,25,30.1,27,87,21.7,5.4,5,350,2,NW
17-12-2017,25,28,26.2,91,68.8,5,4,230,2,E 
18-12-2017,24.8,29.6,27.2,87,94.5,0,6,270,3,NW
19-12-2017,24.2,28.9,25.1,94,81.7,0,6,300,2,E 
20-12-2017,24.2,26.2,25.3,96,101.4,0,8,290,3,E 
21-12-2017,24,27.3,25.1,96,109.3,0,6,300,3,SW
22-12-2017,24.2,28.8,26.1,93,156,0,13,300,3,W 
23-12-2017,24.5,29.2,26.9,93,20.4,0,5,330,1,W 
24-12-2017,24.6,31.5,27.5,90,4.2,2.1,9,340,2,N 
25-12-2017,25.2,,28,89,29.8,9.3,4,330,2,N 
26-12-2017,25.8,31.6,,,8888,9.9,6,290,4,NW
27-12-2017,27,30.3,28.6,83,0,8.5,6,330,2,NW
28-12-2017,25.6,30.4,26,91,2.4,,6,260,1,E 
29-12-2017,24.6,32.4,28.2,86,9.8,0.4,3,330,1,N 
30-12-2017,25.4,32.5,28.3,84,0,8.1,6,300,2,NW
31-12-2017,24.4,31.6,27.7,87,18,5.7,4,320,1,NW
01-01-2018,25,30.8,28,86,8888,8.6,5,310,1,NW
02-01-2018,25.2,32,28.2,88,1.5,6.5,4,300,2,E 
03-01-2018,25.2,30.8,27.9,87,7.1,8.3,4,360,1,N 
04-01-2018,25.8,32.4,28.3,87,3.5,1.1,4,120,1,N 
05-01-2018,25.6,32.4,28.5,85,8888,2.4,3,300,1,NW
06-01-2018,25.4,32.4,28.2,86,1,4.8,4,270,1,E 
07-01-2018,25.2,31.4,27.3,89,4.7,6,6,330,1,N 
08-01-2018,24.6,30.6,27.5,87,86.5,3.5,5,320,2,E 
09-01-2018,25,31.9,28.1,86,4,5.8,4,20,2,N 
10-01-2018,24.2,30.6,27,89,5.1,4.7,3,330,2,NW
11-01-2018,23.8,28.8,25.9,92,26.2,2.6,7,330,2,N 
12-01-2018,23.6,28,25.3,91,124.6,0,5,270,2,W 
13-01-2018,23.4,28.9,25.5,89,104.5,0,5,240,1,N 
14-01-2018,23.4,29.4,25.5,90,15,0,4,300,1,N 
15-01-2018,23.4,28.2,25.5,92,13.7,0.5,3,260,0,N 
16-01-2018,24.2,28.2,24.7,93,81.7,0.2,5,290,1,N 
17-01-2018,23.6,28.6,25,95,86.4,0.7,3,120,1,N 
18-01-2018,23.4,29,26.1,90,41.7,0,2,70,1,E 
19-01-2018,24,31.2,26.6,90,6.1,0,4,280,2,E 
20-01-2018,23.6,28.6,26.8,87,65,0,13,280,6,NW
21-01-2018,24.8,30.7,27.5,85,26.2,0.5,6,310,4,NW
22-01-2018,23.7,31.2,28,87,24,5.7,10,280,3,NW
23-01-2018,23.8,27.8,28.1,84,6.7,7.4,5,300,2,E 
24-01-2018,24.2,32.1,28.5,83,0,9.5,4,310,2,NW
25-01-2018,26.2,32.6,29,79,0,7.4,5,310,3,NW
26-01-2018,25.8,32,28,84,9.9,10.5,7,320,3,NW
27-01-2018,26.2,31.8,28.1,85,2,2.3,10,4,4,NW
28-01-2018,24,31.8,28.3,83,25.5,7.1,6,300,4,NW
29-01-2018,25.6,32.8,30,75,0,6.7,7,320,4,NW
30-01-2018,26.4,31.2,29,81,2.5,5.8,8,280,5,NW
31-01-2018,25.4,32.7,29.4,76,5,6.3,5,290,2,NW
01-02-2018,26.2,32.2,27.1,87,1.5,6.8,8,320,2,NW
02-02-2018,25.2,32.1,27.5,85,7,0,7,310,3,NW
03-02-2018,23.8,31.4,26.3,86,12.4,6.6,6,260,2,SE
04-02-2018,23.4,30.6,26.5,84,5.9,3.3,6,320,1,E 
05-02-2018,25.1,32.3,28.3,83,5.4,1.8,4,300,2,W 
06-02-2018,24.5,28.2,25.8,91,27,8.8,4,350,1,E 
07-02-2018,24,27.9,25.6,92,78,10,5,250,2,E 
08-02-2018,23.5,28.3,25,93,52.2,0.3,3,30,1,E 
09-02-2018,23.4,31.5,,,32.6,0.8,4,280,2,NW
10-02-2018,24.4,27.4,25.3,92,26.8,5.7,7,280,3,E 
11-02-2018,24.2,27.5,25.4,92,55.7,0,6,300,2,E 
12-02-2018,24,30.9,26.3,87,18.3,0,3,290,1,E 
13-02-2018,24,30.9,25.7,91,22.1,2.8,4,290,2,NE
14-02-2018,24.4,30.6,25.9,92,47.1,2.7,10,300,2,E 
15-02-2018,23.8,26.2,24.6,95,72,0,5,230,2,E 
16-02-2018,24.4,29.2,25.6,92,112.8,0,3,20,1,E 
17-02-2018,24,32.4,27.4,85,37.5,0.9,3,20,1,N 
18-02-2018,24.7,33.1,28,84,,7.1,3,195,2,E 
19-02-2018,25.5,33,27,85,3.5,9.8,3,328,2,E 
20-02-2018,25.4,32.4,,,0,1.2,3,310,1,W 
21-02-2018,25.8,32.2,28.4,81,,8.8,4,300,2,NW
22-02-2018,25.1,33.1,27.9,76,0,6.5,6,230,2,SE
23-02-2018,24.8,31.8,27.7,80,2.5,9.4,4,310,2,E 
24-02-2018,24.8,32,27.9,83,42.8,9.5,3,250,2,W 
25-02-2018,24.5,31.8,27.2,85,35.4,8,12,300,2,E 
26-02-2018,24.8,30.4,27.1,85,41.8,6,4,310,2,SE
27-02-2018,24.3,32.4,27.7,86,11.3,2.9,3,320,1,NW
28-02-2018,25.6,32.7,28.1,82,0,7.5,5,290,2,W 
01-03-2018,26,31.7,26.1,89,12.2,6.6,8,300,3,E 
02-03-2018,24.4,32,27.8,82,20.6,0.2,3,280,1,E 
03-03-2018,25.2,32.3,28.6,80,0,3.5,4,230,2,NW
04-03-2018,25.6,32.7,28.7,80,0,8,3,250,1,E 
05-03-2018,25.6,32.8,27.9,86,0,8.1,6,310,2,E 
06-03-2018,24.4,32.8,27.9,83,8888,5.3,3,290,1,E 
07-03-2018,25.2,30.4,29.1,74,26,3.5,6,290,2,E 
08-03-2018,25,27.7,26.6,88,33.4,2.9,6,300,2,E 
09-03-2018,24.3,28.6,25.3,91,27.5,0,3,320,1,E 
10-03-2018,23.4,32.6,27.6,83,29.9,0.8,4,290,2,NW
11-03-2018,23.8,30.8,27.2,85,20.3,10.3,3,330,2,SE
12-03-2018,24.4,33.1,27.4,84,11.1,0.5,4,240,2,SE
13-03-2018,24,33.1,28.6,80,0,3.7,8,300,3,SW
14-03-2018,24,33.1,25.6,89,152.1,6.1,4,140,2,E 
15-03-2018,24.4,32.4,27.8,86,3.1,0,4,320,2,NW
16-03-2018,25,28.8,26.7,91,18.5,8.3,5,20,2,SE
17-03-2018,24.8,30.2,25.2,93,4.7,0.1,6,20,2,SE
18-03-2018,23.9,30.4,25.3,92,50.9,2,4,330,1,E 
19-03-2018,23.5,32.4,27.6,83,30,4,3,290,2,NW
20-03-2018,24.3,32.1,33.2,57,0,10.2,4,310,2,N 
21-03-2018,25.1,32.9,28.3,84,7.9,10.2,8,150,2,NW
22-03-2018,25,32.9,26.1,89,20.4,9.1,9,280,4,NW
23-03-2018,24,32.3,27.8,81,46.1,0,3,280,2,NW
24-03-2018,25.6,32.8,27.6,83,0,9,4,300,2,E 
25-03-2018,26,30.8,27.6,86,8888,6,6,310,3,N 
26-03-2018,23.2,30.1,26.5,85,27.1,4.5,4,300,2,E 
27-03-2018,24.8,32.3,28.1,85,9.8,7.6,3,290,2,E 
28-03-2018,25,31.7,27.4,86,3.8,6.8,5,290,2,NW
29-03-2018,25.4,31.7,27.7,87,16.2,6.8,4,330,2,E 
30-03-2018,25,31,27.2,86,5.5,7.2,5,260,2,E 
31-03-2018,25,30,26.9,87,24.5,6.5,5,90,2,E 
01-04-2018,24.6,32.8,27.7,86,3,5.2,4,10,2,N 
02-04-2018,25,32,28.1,84,3.2,9.8,4,290,2,E 
03-04-2018,24.8,32.3,27.5,84,0,6.3,4,240,2,E 
04-04-2018,29.7,33.2,28.4,82,8888,7.6,4,240,2,E 
05-04-2018,25.4,33.2,28.3,82,0,8.7,4,330,2,E 
06-04-2018,26.4,34,28.7,81,0.3,8.1,5,240,2,E 
07-04-2018,26.2,32.2,28.2,81,0,9.5,4,300,1,SE
08-04-2018,25,33.1,28.2,76,1.5,5.2,4,250,2,SE
09-04-2018,25.2,33.3,28.8,75,0,9.2,4,230,2,SE
10-04-2018,25,33.1,28.6,78,0,9.4,5,120,2,W 
11-04-2018,25.5,33.4,29,83,0,8.8,3,320,2,E 
12-04-2018,25.6,33.6,29.3,78,8888,7.1,4,250,2,SE
13-04-2018,25.6,33.3,29.3,78,8888,8.9,3,270,2,W 
14-04-2018,26.3,33.4,29.1,79,0,9.4,4,210,2,W 
15-04-2018,26,32.8,29.1,81,0,9.3,3,240,2,E 
16-04-2018,20,32.3,28.6,84,14.5,5.4,5,300,2,NW
17-04-2018,26,32.4,28.3,88,25.5,5,3,300,2,E 
18-04-2018,25.2,32.9,27.8,86,26,6.6,3,290,2,E 
19-04-2018,25.7,32,27.8,86,40.6,6.8,4,150,2,SE
20-04-2018,24.8,32.7,27.4,84,0.7,6.8,4,20,2,E 
21-04-2018,25.2,32,27.2,87,8,7.4,5,320,2,SE
22-04-2018,25.2,32.3,27.6,87,22.1,4.9,4,230,2,E 
23-04-2018,25.2,32.3,28.7,75,10,6.6,4,290,2,W 
24-04-2018,26.4,33.4,29.5,76,0,9.2,6,320,3,N 
25-04-2018,25.3,32.4,28.6,77,0,8.6,4,250,2,W 
26-04-2018,25.8,33.3,28.6,77,0,9.5,3,290,2,W 
27-04-2018,25.2,33,28.7,79,9.5,8.5,3,290,2,SE
28-04-2018,25.8,33,28.5,79,0,9.6,3,290,2,E 
29-04-2018,24.6,33.2,28.4,72,0,9.2,4,300,2,E 
30-04-2018,24.6,32.9,28.1,80,0,9.4,4,250,2,SE
01-05-2018,25.2,33,28.8,72,0,9.3,4,250,2,E 
02-05-2018,25.4,33,28.5,77,0,9.4,4,260,2,SE
03-05-2018,25.2,34.4,28.8,76,0,8.1,6,120,2,SE
04-05-2018,24.9,34,28.6,72,0,9.3,9,90,2,E 
05-05-2018,25,33,28.4,75,0,9,4,250,2,W 
06-05-2018,26.4,34,29.5,78,0,9.8,4,230,2,W 
07-05-2018,25.2,33.8,29.5,76,0,9.8,4,230,2,E 
08-05-2018,24.6,33.4,28.7,78,0.9,8.4,6,30,2,E 
09-05-2018,24.4,33.5,29,77,0,9,4,230,2,E 
10-05-2018,25.2,33.6,29.4,81,0,9.6,4,250,2,SE
11-05-2018,24.4,33.1,28.5,80,4.3,9.1,4,270,2,W 
12-05-2018,25,33.6,29.3,81,0,7.5,3,160,2,E 
13-05-2018,26,32.8,29.3,83,8888,3.5,3,280,2,SE
14-05-2018,25.6,30.4,27,90,8888,6.5,4,300,2,E 
15-05-2018,25.8,32.9,28.5,83,9.5,0,4,30,2,SW
16-05-2018,25.6,33.2,29,83,7,9.6,3,150,2,SE
17-05-2018,25.4,32.6,28.4,82,0,9.6,4,250,2,N 
18-05-2018,25.5,32.7,28.7,82,0,5.3,4,260,2,N 
19-05-2018,24,32.5,28.9,83,8888,8,4,130,2,SE
20-05-2018,25,33.1,29.1,77,0,8.1,5,40,2,NE
21-05-2018,26.8,33.2,28.3,80,8888,9.3,5,40,2,E 
22-05-2018,25.6,32.5,29,81,8888,0,5,240,2,SW
23-05-2018,26.7,33.2,29.3,80,,9.3,4,240,2,W 
24-05-2018,24.4,32.4,28,88,2.3,8.3,4,240,1,SW
25-05-2018,24.8,31.6,27.9,84,0,6,2,170,1,E 
26-05-2018,24.6,30.7,27.5,89,7.1,2.4,3,310,1,E 
27-05-2018,24.8,33.2,28.5,85,1.1,1.3,4,250,1,W 
28-05-2018,24.1,33.1,29.6,79,0,6.2,3,240,2,S 
29-05-2018,26.6,32.6,28.9,80,0,6.3,3,250,1,SE
30-05-2018,22.8,32.8,28.5,80,0,5,4,240,2,E 
31-05-2018,26.2,33.5,29.1,79,0,4.1,4,270,2,E 
01-06-2018,24.8,32.4,28.1,82,0,6.3,5,20,2,SE
02-06-2018,25.8,33.2,28.8,80,1.2,9.3,4,240,1,SW
03-06-2018,25.2,30.6,28.1,88,15.4,9.5,4,320,1,E 
04-06-2018,25.7,32,27.9,85,0,1.2,4,300,1,E 
05-06-2018,25,32.8,28.3,81,0,3.9,3,290,1,W 
06-06-2018,25.4,32,28,86,0,8.9,3,290,1,W 
07-06-2018,25.4,32.4,28.6,77,0,8,4,240,2,E 
08-06-2018,25.2,33.3,28.6,74,0,10.3,3,280,2,SE
09-06-2018,25.1,32.4,28,74,0,10.8,3,250,1,W 
10-06-2018,26.5,33.7,28,81,0,10.6,4,110,2,E 
11-06-2018,25.7,32.6,28.2,81,3.3,6.8,4,240,2,W 
12-06-2018,22.2,32.2,28.4,84,8888,7.7,4,290,2,NW
13-06-2018,26,32.2,28.3,85,5.5,8.7,4,160,2,S 
14-06-2018,25.6,32.8,28.3,82,8888,9.2,4,220,2,SE
15-06-2018,22.8,32.8,28.4,77,2.3,8.9,3,270,1,W 
16-06-2018,24.9,31.8,27.6,79,0,4.7,4,240,2,W 
17-06-2018,23.6,32.7,27.8,73,0,9.5,4,230,2,SW
18-06-2018,24.6,32.7,28,80,0,10.8,3,240,2,SW
19-06-2018,25.8,32.4,27.7,86,2,5.9,3,230,2,E 
20-06-2018,23,28,25.1,92,22.1,5,4,80,2,E 
21-06-2018,24.8,32.3,27.6,83,3.9,7,4,220,2,SW
22-06-2018,25,31.4,27.1,86,1.5,8.1,2,250,1,SE
23-06-2018,25.6,31.8,27.9,82,1,6.3,3,250,1,W 
24-06-2018,25.6,31.8,27.7,82,0,7.5,4,130,1,W 
25-06-2018,25.1,31.2,27,86,10.3,6.8,3,290,1,SE
26-06-2018,24.5,30.6,27.1,86,9.6,2.2,4,320,1,E 
27-06-2018,24.5,30.6,26.2,91,6.5,1.6,4,40,1,N 
28-06-2018,24.3,30.4,26.6,87,11.7,2,4,250,1,N 
29-06-2018,24.9,30.9,27.3,88,0.8,4.4,3,290,2,E 
30-06-2018,24.8,31,27,85,8888,2.6,4,250,2,SE
01-07-2018,25,31.6,27.8,77,0,9.5,4,250,2,N 
02-07-2018,25.5,31.2,27.4,84,0,9.1,3,110,1,SE
03-07-2018,24.8,27,25.2,93,25.5,3.6,3,80,1,E 
04-07-2018,24.4,31.6,27.3,82,9.8,0,4,230,2,SE
05-07-2018,24.4,31.9,26.5,83,0,5.5,4,310,2,SE
06-07-2018,23.7,31.3,27.2,81,1.5,3.9,3,230,1,SW
07-07-2018,24.6,30.5,27.1,82,0,6.3,3,230,1,SE
08-07-2018,23.2,31.9,27.5,77,0,10,3,240,2,SE
09-07-2018,22,32.2,27.4,76,0,10.3,4,250,2,E 
10-07-2018,22.8,32.6,27,74,0,10.5,4,240,2,SE
11-07-2018,22,30.6,26.2,76,0,9.2,3,300,2,E 
12-07-2018,23.6,31.2,27.4,79,0,5,3,20,1,E 
13-07-2018,25,32.4,28,78,0,5.6,4,260,2,SE
14-07-2018,24.2,33.2,27.9,77,0,7.9,3,230,2,SW
15-07-2018,24.6,32.8,27.6,80,0,9.6,4,170,2,S 
16-07-2018,23.3,33.1,27.4,80,0,8.8,4,220,2,E 
17-07-2018,24.2,31.8,27.3,79,0,10.5,4,230,2,SE
18-07-2018,24.2,32.6,27.9,80,0,10.8,4,230,2,E 
19-07-2018,24.8,32.4,28,81,0,9.7,4,20,2,W 
20-07-2018,25.1,32.6,28,83,0,10.9,3,240,2,E 
21-07-2018,25.4,29.4,26.4,86,1.5,6.9,3,250,1,E 
22-07-2018,25.4,31.6,27.9,80,6.6,0,4,300,2,SE
23-07-2018,25.2,32.3,28.1,77,0,7.3,5,110,2,E 
24-07-2018,25.6,32.1,28.4,78,0,10.1,3,230,1,SE
25-07-2018,25,32.2,27.8,73,0,3.6,4,240,2,W 
26-07-2018,25.4,32,28.2,76,0,10.7,4,230,2,W 
27-07-2018,25.3,34.4,28.7,74,0,10.3,4,240,2,SW
28-07-2018,25.5,33.3,28.8,68,0,10.8,5,90,2,E 
29-07-2018,25,32.8,28.2,75,0,10.6,3,290,2,SE
30-07-2018,25.2,31.8,27.9,74,0,10.3,3,290,2,SE
31-07-2018,24,32.2,27.1,76,0,4.3,5,40,2,SE
01-08-2018,23.6,31.8,27.5,70,0,9.8,4,240,2,SE
02-08-2018,24,33.6,27.1,70,0,9.1,6,170,3,SE
03-08-2018,24.3,33.2,27.8,73,0,9.6,4,150,2,SE
04-08-2018,24.6,33.2,27.7,72,8888,10.5,4,230,2,SE
05-08-2018,25,33.4,28,71,0,9.2,4,230,3,SE
06-08-2018,24,33.6,27.8,73,0,9.4,4,160,2,SE
07-08-2018,25,33.9,28.3,70,0,8.7,4,230,2,E 
08-08-2018,25.2,33.9,28,75,0,7.9,4,230,2,SW
09-08-2018,25.4,33.5,28.7,73,0,8.1,5,230,2,SE
10-08-2018,26,33,29,70,0,9.3,5,30,2,SE
11-08-2018,25.2,32.6,28.8,67,0,8.5,5,240,2,SE
12-08-2018,25.2,33.2,28.1,71,0,9.8,3,20,1,SE
13-08-2018,26.4,32.4,28.8,75,8888,9.8,4,220,2,W 
14-08-2018,24.4,33.8,28.2,68,0,9.7,4,240,2,SE
15-08-2018,24,31.2,27.4,67,0,9.9,4,290,2,W 
16-08-2018,23.2,31.2,29.6,52,0,9.8,4,250,2,SE
17-08-2018,24.3,33.1,27.7,68,0,9.3,5,230,2,E 
18-08-2018,24.8,31.2,28.1,71,0,9.3,4,10,2,SE
19-08-2018,25.6,32.8,28,72,0,9.2,4,270,2,W 
20-08-2018,25.6,33.2,28.2,73,0,9.2,4,250,2,W 
21-08-2018,25,32.1,28,72,0,9.2,5,250,2,E 
22-08-2018,25.1,32.4,28.9,71,0,9.2,4,250,2,NE
23-08-2018,24.8,33.4,28.1,68,0,9.3,4,250,2,S 
24-08-2018,25.2,32.5,27.8,73,0,9.4,4,240,2,SE
25-08-2018,24.6,32.4,27.3,74,0,9.1,5,120,2,E 
26-08-2018,25,32.4,27.8,71,0,9,5,240,2,SE
27-08-2018,25,32.6,28,68,0,9.1,5,240,2,SE
28-08-2018,21.2,31.2,28.1,68,0,9.1,5,240,2,SW
29-08-2018,24.8,33.6,29.6,72,0,9,4,250,2,SE
30-08-2018,21.4,30.6,27.6,81,1.2,6.5,4,310,2,SE
31-08-2018,24.2,32.7,27.7,78,0,5.6,4,240,2,E 
01-09-2018,25.2,33,28.1,73,0,9.3,4,250,2,SE
02-09-2018,24.6,33,29.2,73,0,9.4,5,20,2,SE
03-09-2018,24.8,33.9,28.2,74,0,8.3,4,220,2,S 
04-09-2018,25.8,34,28.3,80,0,6.6,4,230,2,N 
05-09-2018,26,31.2,28.2,76,0.5,4.3,4,30,2,W 
06-09-2018,26.9,32.6,29,73,0,5.4,6,30,3,W 
07-09-2018,24.6,33.2,28,70,0,9.1,4,230,2,S 
08-09-2018,23.8,33.3,28,70,0,9.7,6,40,2,W 
09-09-2018,25.4,33.2,27.8,72,0,9.4,5,250,2,W 
10-09-2018,24.7,32.8,28.1,72,0,10.1,5,250,2,W 
11-09-2018,24.1,32.2,27.7,74,0,10.8,6,250,2,SE
12-09-2018,23.8,33.2,27.8,74,0,10,4,220,2,S 
13-09-2018,23.8,33,27.5,77,0,7.9,5,220,2,SE
