Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
27-01-2011,24.4,30.6,27,89,32,6.6,8,315,2,SE
28-01-2011,21.2,32.2,28.4,86,8888,8,7,315,2,SE
29-01-2011,24.8,33.1,28.3,84,8888,5,8,270,2,W 
30-01-2011,24.6,30.6,26.7,92,6,3.9,13,270,3,NW
31-01-2011,23.7,29.3,26.1,92,8,0.9,6,180,3,E 
01-02-2011,24.6,29.8,26.1,92,52,2.9,12,315,4,NW
02-02-2011,24.6,30.4,27.1,90,12,3.7,12,360,3,NW
03-02-2011,24.4,31.6,27.4,90,17,3.4,13,315,3,E 
04-02-2011,23.4,30,26.7,90,21,2.1,14,315,3,E 
05-02-2011,23.2,27,24.6,96,113,0,19,315,5,NW
06-02-2011,23.4,28.8,25.4,94,122,2.4,12,315,3,E 
07-02-2011,23.7,31.6,27.3,88,10,3.7,5,45,2,SE
08-02-2011,24.4,30.2,27,86,8888,0.6,9,90,2,N 
09-02-2011,24.3,32.2,27.7,84,3,7.1,6,360,2,SE
10-02-2011,23.8,33.2,28.2,74,8888,6.7,6,270,2,SE
11-02-2011,23.8,32.7,27.5,83,8888,6.9,8,270,2,SW
12-02-2011,24.2,30.8,27.4,86,8888,1,11,360,2,E 
13-02-2011,24.2,31.4,27.7,86,7,4.1,16,270,3,E 
14-02-2011,25.1,32.6,28,84,5,7.6,5,270,2,NW
15-02-2011,25.6,32.6,28.1,82,8888,6.6,11,270,2,SE
16-02-2011,23.8,32.2,26.1,92,6,4.5,10,315,2,E 
17-02-2011,24,28.8,26.2,89,17,1.1,14,315,3,E 
18-02-2011,24,31,27,86,4,7,12,315,3,E 
19-02-2011,25,33.2,28.2,85,8888,7.4,6,315,1,SE
20-02-2011,23.4,32.5,28.4,83,8888,6.1,13,360,3,NW
21-02-2011,23.7,30,26.5,85,47,3,14,315,2,E 
22-02-2011,24.4,29.7,27.5,84,8,0.2,6,45,2,NE
23-02-2011,24.5,32,27.7,77,6,7.9,4,315,2,NW
24-02-2011,25.4,31.6,27.6,85,8888,3,18,315,2,E 
25-02-2011,24.2,28.4,25.8,90,4,0,23,315,3,E 
26-02-2011,24.4,30.2,25.3,93,20,0.9,18,315,3,E 
27-02-2011,24.2,32.2,27.6,88,21,4.2,13,315,4,NW
28-02-2011,23.8,28.5,25.8,93,34,1.2,14,315,3,NW
01-03-2011,23.8,27.8,24.6,96,44,0,14,315,7,NW
02-03-2011,24.2,27.8,26.6,86,93,0,20,270,2,E 
03-03-2011,24.2,31.4,27.3,90,12,3.1,16,315,2,NW
04-03-2011,24.6,32.4,28.3,88,8888,4,7,315,2,E 
05-03-2011,24.8,32.1,27.6,86,8888,5.5,8,270,3,E 
06-03-2011,23.8,31.8,28,88,8888,4.5,8,315,2,NW
07-03-2011,24.3,32.2,26.4,89,12,4.2,6,315,2,SE
08-03-2011,23.8,30.7,26,88,6,2.4,21,315,4,E 
09-03-2011,23.8,32.1,27.3,86,4,8,18,315,2,NW
10-03-2011,24.4,31.8,27.6,87,8888,6.2,6,270,3,E 
11-03-2011,25,31.4,27.2,91,2,3.6,10,315,3,E 
12-03-2011,25,31.6,26.3,90,8,4.1,10,360,2,E 
13-03-2011,23.7,31.2,26.8,92,16,3.4,10,270,3,E 
14-03-2011,23.8,30.6,25.6,93,55,3.9,14,315,3,E 
15-03-2011,24.2,31.1,27.3,88,13,3,12,315,2,SE
16-03-2011,24.4,30.7,26.2,89,4,3.8,9,270,2,SE
17-03-2011,24.4,32.6,27.7,85,1,7.8,12,360,2,SE
18-03-2011,24.4,32.2,27.2,88,8888,5,7,270,2,E 
19-03-2011,24.2,31.7,27,89,4,5.6,10,90,2,SE
20-03-2011,24.4,32.2,27.9,84,8888,7.2,6,315,2,E 
21-03-2011,24,31.4,27.5,86,8888,2.4,7,270,3,E 
22-03-2011,23.8,31,26.4,90,35,2.7,11,45,3,NW
23-03-2011,24.4,30.6,27.5,85,17,4.2,11,315,3,NW
24-03-2011,24.5,29.6,27.2,89,6,6.3,6,315,3,NW
25-03-2011,24.2,31.2,25.4,95,11,2.1,8,360,2,E 
26-03-2011,24,27.4,24.5,97,49,0,11,270,3,E 
27-03-2011,24.2,28.8,27,91,61,0.1,13,90,3,E 
28-03-2011,23.4,28.6,25.1,93,47,0.9,16,315,2,E 
29-03-2011,23.8,30.6,26.6,90,60,3.9,21,90,2,E 
30-03-2011,24.6,30.4,26.7,88,1,4.6,6,90,3,E 
31-03-2011,24.1,30.2,26.4,90,34,0.9,16,315,3,NW
01-04-2011,24.2,30,26.6,91,28,2.5,14,225,3,E 
02-04-2011,24,27.4,25.6,92,46,0,15,225,3,SW
03-04-2011,24.1,29.6,26.1,95,20,0,16,225,2,E 
04-04-2011,24,31.6,27.3,91,29,6.6,8,225,2,SW
05-04-2011,26,32.6,28.5,87,8888,7.3,11,225,3,SW
06-04-2011,25.4,32,28.3,88,2,7.9,7,360,3,SW
07-04-2011,24.5,30.4,26.5,94,5,0,9,225,2,E 
08-04-2011,24.8,31.2,27.8,88,10,8,5,225,1,E 
09-04-2011,25,31.6,28.1,88,2,3,7,225,3,SW
10-04-2011,24.3,30,26.4,92,19,1.1,14,270,3,N 
11-04-2011,23.6,30,25.9,92,93,2.9,11,225,3,SE
12-04-2011,23.4,28.2,25,92,9,0,13,225,2,E 
13-04-2011,23.7,30.8,26.4,88,19,8,9,225,3,SW
14-04-2011,25.2,31.8,27.9,88,1,7.8,7,225,3,SW
15-04-2011,23.2,32.8,28.1,86,8888,7.8,8,225,3,SW
16-04-2011,23.6,30.2,26.2,90,38,6.8,6,90,1,SE
17-04-2011,24.3,32.3,27.3,82,6,7.3,4,225,2,E 
18-04-2011,24.3,31.6,27.2,86,6,7.3,16,45,3,E 
19-04-2011,25.2,32.2,28.4,85,10,8,6,225,2,E 
20-04-2011,25.2,32.9,28.6,82,8888,6.3,6,360,2,E 
21-04-2011,24.2,32.3,28.2,82,8888,8,0,360,3,SW
22-04-2011,24.9,31.2,27.2,86,8,1.8,0,360,2,E 
23-04-2011,25,32.2,28.2,84,4,8,6,90,2,E 
24-04-2011,25.3,32.5,27.7,84,8888,7.6,9,90,2,SE
25-04-2011,25,29.6,26.6,86,21,0.5,9,225,2,E 
26-04-2011,25.2,31.6,27.9,85,1,5.4,11,270,3,N 
27-04-2011,25,32.2,27.7,84,1,7.3,6,225,2,E 
28-04-2011,25,31.1,27.6,86,8888,7.4,8,225,3,E 
29-04-2011,25,31.6,27.7,84,8,4.2,6,225,2,E 
30-04-2011,25.2,32.2,27.1,90,8888,3,6,225,2,SE
01-05-2011,25.2,31.4,26.7,90,58,0.1,6,270,2,E 
02-05-2011,24.2,32,27.1,88,8888,5.8,8,315,3,E 
03-05-2011,24.3,30.2,26.6,88,37,0.2,8,315,2,N 
04-05-2011,25.6,32,27.7,87,1,5.4,6,270,2,E 
05-05-2011,25.3,32.2,28.5,80,8888,8,6,270,2,E 
06-05-2011,25.4,33.2,28.5,82,8888,8,4,315,2,E 
07-05-2011,26,33.8,29.2,79,8888,6.2,8,315,2,SE
08-05-2011,26,33.8,29.7,70,8888,6.9,7,270,2,E 
09-05-2011,26,34.4,29.2,78,8888,7.8,6,270,2,SE
10-05-2011,25,33.8,29.4,75,8888,7.7,6,315,2,SE
11-05-2011,25.1,33.6,28.9,77,8888,7.3,6,270,2,SE
12-05-2011,26,33.8,29.6,74,8888,8,6,270,2,W 
13-05-2011,25,33.9,29.7,72,8888,7,7,270,2,SE
14-05-2011,25,33.8,28.6,78,8888,6.5,7,270,2,SE
15-05-2011,25.1,33.1,28.6,75,3,8,5,270,2,E 
16-05-2011,24.8,33.2,29,78,8888,8,7,315,2,SE
17-05-2011,24.8,33.6,28.7,78,8888,7.9,6,270,2,SE
18-05-2011,24.9,33.3,29,73,8888,8,8,315,2,SE
19-05-2011,24.4,33.8,28.7,77,8888,5.8,4,270,2,SE
20-05-2011,24.4,33.4,28.6,71,8888,8,8,270,2,E 
21-05-2011,25.2,33.3,28.3,74,8888,7.2,8,270,3,S 
22-05-2011,25.4,33.3,29,71,8888,4.1,6,270,2,SE
23-05-2011,25.5,32.4,28,76,8888,5,8,180,2,SE
24-05-2011,25.2,33.2,29,75,8888,6.6,6,180,2,SE
25-05-2011,25,32.8,28.9,71,8888,6.2,8,90,2,SE
26-05-2011,25.2,33.4,29,76,8888,5.4,9,315,2,E 
27-05-2011,25.2,33.6,28.5,76,8888,4.7,4,45,2,E 
28-05-2011,24.4,33.6,28.5,80,8888,4.7,4,270,2,E 
29-05-2011,24,31.5,27.2,80,8,3.9,11,315,2,E 
30-05-2011,24.2,33.2,27.6,84,8,5.5,6,90,2,E 
31-05-2011,25.2,31.6,27.1,83,47,1.9,5,90,2,SE
01-06-2011,25,32.8,29,78,4,6.2,8,225,2,SE
02-06-2011,24.2,33.6,28.6,78,8888,8,6,270,3,W 
03-06-2011,23.5,33,27.9,74,8888,7.9,5,270,2,SE
04-06-2011,23.4,32.6,27.8,70,8888,8,4,270,2,SE
05-06-2011,24.2,31.2,27.5,74,8888,0.7,5,270,2,SE
06-06-2011,24.3,32.2,27.9,78,8888,6.2,7,180,2,SE
07-06-2011,24,32.2,28,73,8888,8,4,225,2,SE
08-06-2011,23.6,33.2,27.8,75,8888,8,8,225,2,SE
09-06-2011,23.6,31.8,27,74,8888,7.6,10,225,3,SE
10-06-2011,24.1,32,27.1,74,8888,7.6,10,225,3,S 
11-06-2011,24.5,32,27.7,69,8888,5.2,9,360,3,E 
12-06-2011,24,32.3,28,70,8888,4.9,5,315,2,SE
13-06-2011,24,32.6,27.4,74,8888,7.5,8,180,3,S 
14-06-2011,23.6,33.2,27.5,72,8888,6.9,6,270,2,SE
15-06-2011,23.2,32.3,26.8,73,8888,7.2,16,225,2,SE
16-06-2011,23.2,32.6,27.3,71,8888,7.7,4,270,2,SE
17-06-2011,24.2,33,27.9,73,8888,8,4,270,2,SE
18-06-2011,24,33.2,27.5,73,8888,8,5,225,2,SE
19-06-2011,24.8,32.6,28.1,70,8888,7.9,6,270,2,SE
20-06-2011,25.2,33.4,28.3,75,8888,5,4,315,2,SE
21-06-2011,24.4,33.2,28.8,71,8888,7.8,8,180,2,S 
22-06-2011,24,33,27.9,70,8888,8,5,225,3,SE
23-06-2011,23,33.2,27.2,74,8888,8,10,225,3,SE
24-06-2011,22.6,32.4,27.1,74,8888,8,6,45,2,W 
25-06-2011,24.7,30.2,26.3,81,8888,0,6,135,1,SE
26-06-2011,24.6,30.4,26.9,86,4,2.5,4,225,2,SW
27-06-2011,25,31.6,27.6,82,8888,5.8,8,270,2,SE
28-06-2011,24.2,32.8,28,77,8888,8,9,270,2,SE
29-06-2011,22.5,31.9,27.4,75,8888,8,8,270,2,SE
30-06-2011,21.8,32,26.7,65,8888,8,6,225,2,SE
01-07-2011,23,31.2,26.5,75,8888,8,5,225,3,SE
02-07-2011,22.2,31.2,26.4,73,8888,8,10,225,2,SE
03-07-2011,22.4,31.6,26.5,74,8888,8,7,225,2,SE
04-07-2011,22.5,31.2,27.2,72,8888,8,8,270,3,N 
05-07-2011,23.1,31.6,27.1,70,8888,7.8,7,270,2,SE
06-07-2011,23,32.2,27,71,8888,8,7,270,2,SE
07-07-2011,24,32.5,27.1,78,8888,2.8,6,270,2,W 
08-07-2011,25.8,32.2,28.7,79,8888,5.4,8,225,3,W 
09-07-2011,25.2,32.2,28.3,75,8888,4.6,7,270,3,W 
10-07-2011,24.4,32.3,27.9,76,8888,8,6,270,2,W 
11-07-2011,24.4,31.6,27.4,77,8888,8,7,270,2,W 
12-07-2011,25,30.6,27.6,76,8888,0,9,90,2,E 
13-07-2011,25,32.6,27.7,80,8888,6.5,8,225,2,SE
14-07-2011,25,31.9,28.3,74,8888,6.1,7,225,2,SE
15-07-2011,24.2,32,28.3,76,1,5,7,270,2,W 
16-07-2011,24,32.2,27.5,76,8888,7,7,270,2,SE
17-07-2011,24.2,32,27.6,76,8888,8,7,270,2,W 
18-07-2011,24.9,32.2,28.1,76,8888,7.9,8,270,3,W 
19-07-2011,24,32.6,27.8,66,8888,8,8,90,2,E 
20-07-2011,24.3,32,27.6,70,8888,8,7,225,2,W 
21-07-2011,23.4,33.2,27.8,68,8888,8,7,270,2,E 
22-07-2011,22,32,27.5,71,8888,8,8,225,3,SE
23-07-2011,23.4,32.2,26.9,74,8888,7.8,11,225,3,SE
24-07-2011,21.6,31.9,26.7,72,8888,7.1,7,225,2,SE
25-07-2011,21.7,31,25.8,70,8888,8,6,270,2,SE
26-07-2011,21.6,32.6,26.1,69,8888,7.3,8,270,2,SE
27-07-2011,23.8,32.2,27.6,72,8888,8,9,270,2,E 
28-07-2011,23.2,32.6,27.8,73,8888,7.8,8,360,2,E 
29-07-2011,23,32.8,27.1,68,8888,8,9,180,2,SE
30-07-2011,24.6,33.2,27.7,71,8888,6.9,8,225,2,S 
31-07-2011,21.8,32.2,27.7,71,8888,8,6,360,3,W 
01-08-2011,24.8,33.3,28.6,72,8888,5.7,9,45,3,SE
02-08-2011,23.5,32.2,28.6,71,8888,7.2,8,270,2,W 
03-08-2011,23.1,31.8,27.2,73,8888,7.9,8,270,2,W 
04-08-2011,23.1,32.2,27.1,66,8888,8,8,270,2,SE
05-08-2011,24,32.3,27.3,71,8888,8,11,315,2,SE
06-08-2011,24,32.4,27.9,70,8888,8,7,270,3,SE
07-08-2011,23.6,31.6,27.4,72,8888,8,8,270,2,W 
08-08-2011,23.6,31,27,73,8888,8,9,270,2,SE
09-08-2011,23.4,31.3,27.1,77,8888,7.3,8,270,2,W 
10-08-2011,23.3,31.4,27,71,8888,7.9,8,45,3,W 
11-08-2011,23.4,31.4,27.5,68,8888,8,8,270,3,SE
12-08-2011,23.5,31,26.8,75,8888,7.5,7,270,2,W 
13-08-2011,24,32.6,27.5,74,8888,7.8,8,270,3,E 
14-08-2011,23.8,32.4,27.7,66,8888,8,4,45,2,SE
15-08-2011,24,32.1,27.5,70,8888,8,6,270,2,W 
16-08-2011,25.8,32,28.3,74,8888,4.9,7,270,2,E 
17-08-2011,22.8,32.4,28.7,69,8888,8,8,270,2,S 
18-08-2011,22.8,32,27,63,8888,8,8,270,2,SE
19-08-2011,23,31.8,26.9,62,8888,8,8,270,2,W 
20-08-2011,22.3,32,26.9,68,8888,8,9,270,2,SE
21-08-2011,23.2,32,26.8,69,8888,8,8,270,2,W 
22-08-2011,24.8,32.3,28.3,73,8888,8,8,270,3,E 
23-08-2011,23.5,32.2,28.4,68,8888,7.1,8,270,2,SE
24-08-2011,23.4,32.8,27.5,64,8888,8,8,270,2,W 
25-08-2011,23.4,33.2,27.3,66,8888,7,8,270,2,SE
26-08-2011,24.4,32.7,28,70,8888,8,8,270,2,W 
27-08-2011,24.6,32.6,27.8,71,8888,8,7,270,2,W 
28-08-2011,24.4,32.8,28.7,65,8888,8,7,270,2,W 
29-08-2011,24.8,32.6,28.1,68,8888,8,8,270,2,W 
30-08-2011,25.6,32.2,28.3,73,8888,3.2,7,270,2,W 
31-08-2011,23.8,32.2,28.5,71,8888,7.2,6,45,3,W 
01-09-2011,23,32,26.9,76,8888,8,8,360,3,W 
02-09-2011,23.2,32.4,27.7,71,8888,8,9,360,2,W 
03-09-2011,24.7,33.6,29,72,8888,7.8,8,360,3,W 
04-09-2011,25.2,32.4,28.7,73,8888,4.8,5,360,3,W 
05-09-2011,23.6,32.6,28,72,8888,8,8,360,3,W 
06-09-2011,23.8,32.8,28.2,65,8888,8,8,360,2,W 
07-09-2011,24.3,33.4,28.4,67,8888,8,8,360,2,SW
08-09-2011,24.8,33.8,28,72,8888,5.5,7,360,2,W 
09-09-2011,24.8,32.8,28.5,69,8888,8,6,360,2,W 
10-09-2011,25,32,28.1,72,8888,8,9,360,2,W 
11-09-2011,25.2,33.9,28.8,66,8888,8,11,360,3,E 
12-09-2011,25.4,32.8,28.5,72,8888,7.4,9,360,2,W 
13-09-2011,25.4,33,29,70,8888,6.6,8,360,3,E 
14-09-2011,25.3,32.8,28.6,71,8888,7.4,9,360,2,W 
15-09-2011,25.3,34.2,28.5,75,8888,8,8,360,2,W 
16-09-2011,25.2,33.2,28.9,72,8888,8,8,360,2,W 
17-09-2011,25,33.2,27.7,75,8888,6.3,8,360,3,W 
18-09-2011,26,32.8,29.2,73,8888,5.6,8,360,2,W 
19-09-2011,24.2,33.2,28,72,8888,8,8,360,2,SW
20-09-2011,24,33.4,27.9,71,8888,8,9,360,2,W 
21-09-2011,24.4,33.1,28.4,72,8888,8,12,45,3,SW
22-09-2011,25.3,33.2,28.4,74,8888,6.8,11,360,2,SE
23-09-2011,24.8,33.3,28.9,74,8888,8,8,360,3,SW
24-09-2011,23.8,32.6,28.1,74,8888,7.8,9,360,2,SW
25-09-2011,23.8,32.5,27.8,69,8888,8,11,360,3,S 
26-09-2011,23.8,33.6,28.3,71,8888,8,13,45,3,SE
27-09-2011,24.2,33.6,28.4,67,8888,8,11,360,2,W 
28-09-2011,24.9,34.2,28.5,64,8888,4.2,8,360,2,W 
29-09-2011,25.4,33.2,28.9,70,8888,2.9,7,360,3,SW
30-09-2011,25.9,33,28.7,73,8888,7.1,11,360,3,SW
01-10-2011,25.2,33,28.6,76,8888,7.9,11,225,3,S 
02-10-2011,25,33.2,28.3,72,8888,8,11,180,3,S 
03-10-2011,24.5,33.2,29,72,8888,7.4,11,225,3,SE
04-10-2011,24.5,32.6,27.9,74,8888,7.5,12,225,3,S 
05-10-2011,24.6,32.9,28.8,72,8888,8,9,225,2,S 
06-10-2011,24.8,33,28.5,78,8888,4.5,12,45,3,SW
07-10-2011,24.8,32.6,27.7,79,5,5.8,10,225,2,S 
08-10-2011,25.2,33.2,29.1,78,8888,7.2,8,225,2,SW
09-10-2011,25.4,33.4,28.7,79,8888,7.3,11,225,2,SW
10-10-2011,24.6,32.7,28.6,73,8888,7.4,8,270,2,SE
11-10-2011,24.6,33.2,28.2,72,8888,7.5,10,225,3,SE
12-10-2011,24,33,28.7,76,8888,7,10,225,3,S 
13-10-2011,25.2,33,28.6,78,8888,7.4,11,225,3,SE
14-10-2011,25,33,28.4,79,8888,7.2,10,225,3,S 
15-10-2011,25.6,33.2,29.2,74,8888,7.8,9,270,2,SW
16-10-2011,26,33,29,79,8888,7.8,4,225,2,SW
17-10-2011,26.4,33.2,29.3,80,1,8,8,180,2,S 
18-10-2011,26.4,34,30.3,68,8888,8,8,135,2,S 
19-10-2011,25.6,33.8,30,72,8888,6.9,9,180,2,S 
20-10-2011,25.6,33.9,29.4,69,8888,8,8,180,3,S 
21-10-2011,25.9,33.8,29,73,8888,7,10,270,3,S 
22-10-2011,25.8,32.2,28,79,11,5.7,10,270,2,SE
23-10-2011,25.8,32.8,28.9,79,1,6.2,8,270,2,E 
24-10-2011,25.2,32.6,28.3,80,8888,5.9,8,225,2,E 
25-10-2011,24.6,33.2,28.8,78,5,8,10,180,3,NE
26-10-2011,25.5,33.2,28.6,81,8888,5.8,10,90,2,SE
27-10-2011,25.5,32.7,29.3,78,11,7.9,9,225,3,SW
28-10-2011,24.2,33.1,28.1,80,1,7.1,10,225,2,SW
29-10-2011,24.8,32,28.1,79,4,4,7,270,2,SE
30-10-2011,24.6,32.9,28.5,75,8888,7.1,15,270,2,E 
31-10-2011,26,33,29.2,74,1,8,7,270,2,SW
01-11-2011,26,32.7,28.5,80,8888,5.7,8,45,2,E 
02-11-2011,24.8,33.6,29,73,8888,6.6,10,225,2,E 
03-11-2011,25.4,34,29.3,74,1,6.6,5,225,2,SW
04-11-2011,25.6,34.2,28.9,74,8888,6.4,7,180,2,SE
05-11-2011,26,33.4,29.5,74,8888,2.4,11,225,3,E 
06-11-2011,24.8,30.6,27.4,82,2,4.7,8,270,2,E 
07-11-2011,24.6,32,26.7,85,6,4.9,10,225,3,E 
08-11-2011,24.8,31.7,27.6,79,58,3.5,4,45,2,SE
09-11-2011,24.4,31.6,26.5,87,8888,0,12,225,2,E 
10-11-2011,24.5,31.4,28.3,76,1,3.9,13,225,3,E 
11-11-2011,24.3,32.4,28.6,80,1,7,8,270,2,E 
12-11-2011,25.3,33.2,28.4,79,8888,4.9,6,270,2,W 
13-11-2011,25.4,32.1,27.9,78,8888,4.9,7,270,2,E 
14-11-2011,25.2,33,29,79,1,0,5,45,3,SE
15-11-2011,24.4,32.4,27.8,77,8888,6.1,8,90,3,E 
16-11-2011,24.8,33,28.7,73,8888,7.7,8,225,2,E 
17-11-2011,25.4,33,28.7,77,8888,5.1,14,270,2,E 
18-11-2011,25.8,32.8,27.5,83,8888,3.8,9,270,3,E 
19-11-2011,24.8,33,29.7,70,8888,8,4,225,2,SW
20-11-2011,26.2,33.6,29.1,78,8888,6,7,270,2,W 
21-11-2011,25.2,33.4,29.6,78,3,7.5,9,45,3,E 
22-11-2011,25.4,32.9,28.3,78,2,5.5,10,225,2,E 
23-11-2011,25.2,32.7,28.1,80,8888,8,9,90,2,E 
24-11-2011,24.8,32.8,28.8,80,3,7.3,8,360,3,E 
25-11-2011,24.9,32.8,29,80,22,7.5,8,180,2,E 
26-11-2011,26.1,33.2,28.7,82,6,5.8,8,225,2,E 
27-11-2011,25.4,33.2,28.6,82,3,4.8,7,270,2,E 
28-11-2011,26,33.2,28.6,81,8888,4.6,7,270,2,E 
29-11-2011,25.4,33.2,27.3,87,21,6.4,13,90,3,E 
30-11-2011,24.6,32.6,27.8,85,53,4.6,8,225,2,E 
01-12-2011,25.4,33.2,29.5,78,2,8,10,225,2,SE
02-12-2011,25.4,33.4,29.1,76,8888,7,8,45,2,E 
03-12-2011,26.1,32.8,28.4,80,6,5.4,11,135,3,NE
04-12-2011,23.8,32.8,26.1,89,1,0.1,12,225,3,NE
05-12-2011,24.4,30,26.8,87,46,1.4,9,225,3,N 
06-12-2011,23.4,26.8,25.5,90,54,0,8,270,2,E 
07-12-2011,23.4,30.8,26.9,80,17,3.3,6,225,2,N 
08-12-2011,25.4,30.2,26.9,86,4,1.5,8,225,2,E 
09-12-2011,24.2,31,27.1,85,3,1.4,7,135,2,E 
10-12-2011,24,33,26,87,19,1.1,8,180,2,E 
11-12-2011,23.8,32,27.9,77,3,7.2,7,270,3,E 
12-12-2011,24.4,32.4,28.5,80,8888,7,6,270,2,E 
13-12-2011,26,32,27.7,82,8888,2.4,11,225,3,NW
14-12-2011,24.5,28.2,26.5,88,14,0,8,180,1,E 
15-12-2011,24.6,32,25.9,91,79,1.4,11,270,2,E 
16-12-2011,24.3,33,26.5,88,33,0,14,270,2,E 
17-12-2011,23.4,25.4,24.4,96,49,0,8,135,2,E 
18-12-2011,23.4,27,25.5,93,42,0,6,315,2,E 
19-12-2011,24.4,31.6,27.7,84,16,7.4,8,270,3,W 
20-12-2011,25.8,31,28.2,84,4,1.8,10,315,2,W 
21-12-2011,26.3,31.6,28.4,83,3,3.7,8,360,3,NW
22-12-2011,26.3,31.4,28.3,84,16,2.2,11,270,3,E 
23-12-2011,23.6,31.4,27,88,4,2.9,11,225,2,E 
24-12-2011,24.5,30.4,27.3,86,82,0.4,7,270,2,W 
25-12-2011,24.4,31,26.5,91,4,0.9,11,45,2,E 
26-12-2011,24.4,28.7,25.4,92,93,0,13,315,3,E 
27-12-2011,24.1,29.7,26.4,89,99,0.6,8,360,3,W 
28-12-2011,25.3,29.8,27.2,88,24,0.3,8,315,4,W 
29-12-2011,23.9,27.6,25.9,92,52,0,8,360,3,NE
30-12-2011,24.4,28.2,25.6,93,41,0,8,360,3,E 
31-12-2011,25,30,26.3,90,17,1.4,10,315,1,E 
01-01-2012,24.8,29.2,26.6,88,29,0,8,270,3,E 
02-01-2012,24.4,32.4,27.7,84,5,7.4,9,315,3,E 
03-01-2012,22.2,31.2,26.6,87,34,6.6,16,315,3,E 
04-01-2012,23.2,27.7,24.8,89,2,0,9,315,2,E 
05-01-2012,24.2,30.9,26.9,85,23,4.7,11,270,3,W 
06-01-2012,23.3,26.3,25.1,91,1,0,16,270,3,E 
07-01-2012,23.2,30.4,26.5,89,77,0.8,16,270,2,E 
08-01-2012,24.2,30.4,25.4,90,36,2.5,16,315,3,W 
09-01-2012,23,28,26,89,61,0,18,315,5,W 
10-01-2012,24.8,27.6,26.1,89,45,0,14,270,3,W 
11-01-2012,24.2,32.4,28,79,5,6,16,315,3,E 
12-01-2012,23.6,29.2,25.7,86,13,0,11,315,2,E 
13-01-2012,24,30.5,27.7,87,4,3.3,15,270,2,E 
14-01-2012,24.1,31.2,26.8,84,2,7.2,11,315,3,E 
15-01-2012,24,29.8,26.6,84,26,3.4,6,270,2,E 
16-01-2012,24.8,30.2,27.7,79,8888,5.4,6,315,2,E 
17-01-2012,23.4,32.4,27.6,77,8888,4.3,7,315,2,E 
18-01-2012,23.4,32.4,28.1,81,8888,3.8,6,315,2,E 
19-01-2012,25.2,32.4,28.5,81,8888,8,8,270,3,W 
20-01-2012,24.5,29.5,26.4,86,8888,1.4,14,270,3,E 
21-01-2012,23.8,28,25.2,87,33,0.5,16,270,5,NW
22-01-2012,23.4,30.4,28,82,67,1.1,13,315,2,E 
23-01-2012,22.8,31.4,26.8,85,14,6.2,14,270,4,W 
24-01-2012,24.3,28.8,26,85,5,1.8,15,270,3,E 
25-01-2012,24.4,32,27.7,78,7,7.9,8,360,2,E 
26-01-2012,25.3,33,28.5,76,8888,7.5,6,270,2,W 
27-01-2012,25.4,32.6,28.4,79,8888,5.9,6,315,2,E 
28-01-2012,26,32.1,28.6,81,8888,5.4,6,270,3,E 
29-01-2012,24,33.2,28.9,76,8888,5.4,19,180,4,W 
30-01-2012,23.2,31.2,26.8,84,22,2.2,14,270,5,E 
31-01-2012,,31.2,27.2,77,9,2.9,14,270,2,W 
01-02-2012,23.6,29.2,25.8,88,9,0.6,22,270,5,W 
02-02-2012,23,29.2,26,86,78,0.7,16,225,3,E 
03-02-2012,23.3,30.8,26.8,84,13,5.8,14,360,4,W 
04-02-2012,23.6,30.9,26.3,90,4,1.9,11,225,2,E 
05-02-2012,24.8,32,27.7,83,10,8,5,360,2,E 
06-02-2012,24.4,32.3,27.8,80,8888,8,14,315,2,E 
07-02-2012,23.8,28.8,25.7,91,9,1,14,270,2,E 
08-02-2012,25,31.8,28,86,22,5,11,270,3,W 
09-02-2012,23.4,28.6,25.8,92,27,0,11,270,2,E 
10-02-2012,24.2,29.4,26.2,88,28,3.3,11,315,3,E 
11-02-2012,24.8,31.2,27,85,11,6.3,6,270,2,E 
12-02-2012,24.8,32.1,27.4,82,1,5.6,7,180,2,E 
13-02-2012,23.4,32.2,27,84,8888,6.7,8,90,2,SE
14-02-2012,23.2,32.8,27.7,77,11,7.4,10,225,2,E 
15-02-2012,24.8,32.4,27.1,84,8888,1.2,6,315,2,SE
16-02-2012,24,31.2,27.4,85,8888,3.2,8,90,3,E 
17-02-2012,24,28.7,25.9,90,74,1.3,8,360,2,E 
18-02-2012,24.4,31.9,26.5,86,1,5.8,6,90,2,E 
19-02-2012,23.8,31.2,27,86,4,5.5,8,270,3,E 
20-02-2012,23.3,31.6,27.5,85,12,5.5,13,270,3,E 
21-02-2012,24.8,30.9,27.2,82,10,3.7,6,360,2,SW
22-02-2012,24.6,32.8,28,77,8888,4.7,8,225,2,E 
23-02-2012,24.8,33.4,28.6,77,8888,6.2,6,225,2,E 
24-02-2012,24.8,32.8,27.9,83,4,5.3,6,270,2,E 
25-02-2012,24.6,33.3,28.3,80,8888,6.6,8,225,2,E 
26-02-2012,24.8,33.3,28,81,8888,5.6,9,90,2,E 
27-02-2012,24.4,33.3,27.2,86,16,5.7,13,360,3,E 
28-02-2012,24.1,30.1,27,86,15,1.9,9,315,3,E 
29-02-2012,24.1,32.6,27.5,81,13,7,6,270,2,E 
